Time(s),Theta(rad),theta_dot(rad/s),Phi(rad),phi_dot(rad/s),setpoint(Nm)
21.560,-0.131,-1.280,-9.944,-25.130,1.456
21.570,-0.370,-0.296,-9.944,-25.130,1.180
21.580,-0.320,0.174,-10.083,-6.994,0.903
21.590,-0.141,-0.005,-10.083,-6.994,0.627
21.600,-0.002,-0.064,-9.913,8.189,0.350
21.610,-0.034,-0.038,-9.913,8.189,0.074
21.620,-0.056,0.005,-9.573,16.505,-0.203
21.630,-0.055,0.019,-9.573,16.505,-0.479
21.640,-0.042,0.044,-9.223,17.030,-0.733
21.650,-0.077,0.037,-9.223,17.030,-0.842
21.660,-0.092,0.143,-9.002,10.602,-0.773
21.670,-0.114,0.129,-9.002,10.602,-0.787
21.680,-0.119,0.221,-8.980,1.025,-0.689
21.690,-0.088,0.170,-8.980,1.025,-0.412
21.700,-0.043,0.086,-9.136,-7.710,-0.136
21.728,-0.067,0.030,-9.380,-11.888,0.047
21.737,-0.063,0.063,-9.505,-12.275,0.004
21.748,-0.041,0.062,-9.623,-11.988,0.058
21.757,-0.023,0.051,-9.738,-11.671,0.162
21.768,-0.031,0.018,-9.847,-11.147,0.243
21.777,-0.024,0.033,-9.944,-10.162,0.162
21.788,-0.030,0.003,-10.027,-8.957,0.182
21.797,-0.041,0.017,-10.090,-7.181,0.094
21.808,-0.046,0.023,-10.139,-5.639,-0.000
21.817,-0.050,0.040,-10.176,-4.361,-0.065
21.828,-0.045,0.040,-10.211,-3.753,-0.109
21.837,-0.042,0.029,-10.246,-3.630,-0.100
21.848,-0.039,0.015,-10.291,-4.174,-0.097
21.857,-0.042,0.003,-10.341,-4.717,-0.075
21.868,-0.045,-0.002,-10.398,-5.380,-0.083
21.877,-0.036,-0.012,-10.464,-6.218,-0.087
21.888,-0.033,-0.032,-10.536,-6.852,-0.024
21.897,-0.034,-0.037,-10.606,-6.965,-0.006
21.908,-0.041,-0.032,-10.673,-6.792,-0.011
21.917,-0.045,-0.030,-10.733,-6.256,-0.046
21.928,-0.045,-0.021,-10.792,-6.020,-0.079
21.937,-0.047,-0.019,-10.853,-6.049,-0.081
21.948,-0.055,-0.020,-10.917,-6.283,-0.092
21.957,-0.064,-0.017,-10.984,-6.622,-0.124
21.968,-0.077,0.030,-11.059,-7.190,-0.158
21.977,-0.077,0.050,-11.141,-7.820,-0.180
21.988,-0.071,0.074,-11.231,-8.661,-0.146
21.997,-0.068,0.073,-11.326,-9.181,-0.074
22.008,-0.047,0.073,-11.427,-9.832,-0.047
22.017,-0.032,0.045,-11.531,-10.210,0.081
22.028,-0.003,-0.022,-11.632,-10.096,0.150
22.037,0.034,-0.065,-11.727,-9.736,0.250
22.048,0.089,-0.230,-11.810,-8.764,0.400
22.057,0.125,-0.411,-11.870,-6.938,0.534
22.068,0.145,-0.584,-11.904,-4.535,0.537
22.077,0.092,-0.649,-11.907,-1.716,0.447
22.088,-0.118,-0.433,-11.881,1.165,0.170
22.097,-0.222,-0.296,-11.840,3.074,-0.106
22.108,-0.277,0.094,-11.797,3.912,-0.383
22.117,-0.288,0.189,-11.768,3.274,-0.659
22.128,-0.316,0.447,-11.766,1.168,-0.936
22.137,-0.373,0.698,-11.807,-2.348,-1.212
22.148,-0.446,1.421,-11.908,-7.448,-1.352
22.157,-0.454,1.787,-12.081,-14.075,-1.076
22.168,-0.315,1.776,-12.324,-20.864,-0.800
22.177,-0.092,1.577,-12.630,-27.382,-0.523
22.188,0.200,1.221,-12.984,-32.694,-0.247
22.197,0.358,0.805,-13.366,-36.408,0.030
22.208,0.490,0.177,-13.754,-37.966,0.306
22.245,0.458,-1.342,-15.068,-27.950,1.412
22.256,0.537,-2.338,-15.240,-20.770,1.689
22.265,0.550,-2.498,-15.314,-11.859,1.635
22.276,0.545,-2.498,-15.286,-2.113,1.369
22.285,-0.035,-2.418,-15.170,7.071,1.092
22.296,-0.245,-2.108,-14.989,14.424,0.816
22.305,-0.331,-1.735,-14.741,21.300,0.540
22.316,-0.457,-1.374,-14.447,26.680,0.263
22.325,-0.445,-1.142,-14.121,30.654,-0.013
22.336,-0.475,-0.794,-13.785,32.603,-0.290
22.345,-0.483,-0.600,-13.460,32.559,-0.566
22.356,-0.514,-0.228,-13.151,31.430,-0.843
22.365,-0.521,0.105,-12.879,28.658,-1.119
22.376,-0.521,0.491,-12.666,23.738,-1.396
22.385,-0.550,0.885,-12.531,16.864,-1.672
22.403,-0.438,1.963,-12.518,-0.223,-2.008
22.412,-0.153,0.683,-12.518,-3.059,-1.731
22.422,-0.120,0.831,-12.518,-4.005,-1.455
22.432,-0.047,0.830,-12.518,-4.321,-1.178
22.442,0.009,0.734,-12.518,-4.426,-0.902
22.452,0.053,0.571,-12.518,-4.461,-0.625
22.462,0.087,0.438,-12.518,-4.473,-0.349
22.472,0.079,0.270,-12.518,-4.477,-0.073
22.482,0.024,0.252,-12.518,-4.478,0.204
22.492,-0.055,0.284,-12.518,-4.478,0.124
22.502,-0.059,0.295,-12.518,-4.479,0.020
22.512,-0.048,0.261,-12.518,-4.479,0.063
22.522,-0.047,0.230,-12.518,-4.479,0.060
22.533,-0.055,0.206,-12.518,-4.479,0.009
22.544,-0.045,0.177,-12.518,-4.479,-0.002
22.553,-0.039,0.157,-12.518,-4.479,0.030
22.564,-0.048,0.138,-12.518,-4.479,0.020
22.573,-0.067,0.145,-12.518,-4.479,-0.066
22.584,-0.084,0.183,-12.518,-4.479,-0.145
22.593,-0.087,0.197,-12.518,-4.479,-0.184
22.604,-0.091,0.219,-12.518,-4.479,-0.186
22.613,-0.084,0.225,-12.518,-4.479,-0.172
22.624,-0.058,0.207,-12.518,-4.479,-0.108
22.633,-0.047,0.185,-12.518,-4.479,-0.001
22.644,-0.041,0.166,-12.518,-4.479,0.027
22.653,-0.043,0.160,-12.518,-4.479,0.026
22.664,-0.041,0.152,-12.518,-4.479,0.019
22.673,-0.038,0.140,-12.518,-4.479,0.028
22.684,-0.040,0.127,-12.518,-4.479,0.029
22.694,-0.042,0.123,-12.518,-4.479,0.005
22.704,-0.044,0.120,-12.518,-4.479,-0.005
22.713,-0.047,0.122,-12.518,-4.479,-0.024
22.724,-0.051,0.135,-12.518,-4.479,-0.036
22.733,-0.047,0.131,-12.518,-4.479,-0.033
22.760,-0.337,1.539,-13.578,-7.419,-0.557
22.769,-0.298,1.497,-13.578,-7.419,-0.280
22.780,-0.164,0.940,-13.999,-20.962,-0.004
22.789,-0.006,0.864,-13.999,-20.962,0.273
22.800,0.251,0.255,-14.580,-28.424,0.549
22.809,0.332,-0.097,-14.580,-28.424,0.826
22.820,0.227,-0.090,-15.093,-25.119,1.102
22.829,0.161,-0.128,-15.093,-25.119,1.378
22.840,0.057,-0.056,-15.390,-14.475,1.102
22.849,0.006,0.019,-15.390,-14.475,0.826
22.860,-0.018,0.059,-15.392,-0.210,0.549
22.869,0.012,0.087,-15.392,-0.210,0.273
22.880,0.044,-0.028,-15.206,8.856,0.049
22.889,0.040,0.010,-15.206,8.856,-0.031
22.900,0.039,-0.045,-14.962,11.850,-0.185
22.909,0.031,-0.025,-14.962,11.850,-0.188
22.920,0.011,-0.051,-14.732,11.313,-0.287
22.929,0.002,-0.033,-14.732,11.313,-0.327
22.940,-0.016,-0.014,-14.555,8.714,-0.354
22.949,-0.019,0.011,-14.555,8.714,-0.330
22.960,-0.007,0.011,-14.470,4.156,-0.223
22.969,0.001,0.002,-14.470,4.156,-0.111
22.980,0.005,0.014,-14.472,0.027,-0.030
22.989,0.004,-0.015,-14.472,0.027,0.008
23.000,-0.003,0.010,-14.506,-1.548,0.025
23.009,0.002,0.011,-14.506,-1.548,0.060
23.020,0.013,0.003,-14.536,-1.425,0.097
23.029,0.016,-0.017,-14.536,-1.425,0.108
23.040,0.013,-0.012,-14.542,-0.209,0.099
23.049,0.011,-0.015,-14.542,-0.209,0.049
23.060,0.009,-0.018,-14.513,1.460,0.021
23.069,0.011,-0.012,-14.513,1.460,0.008
23.080,0.007,-0.025,-14.469,2.097,-0.009
23.089,0.010,-0.020,-14.469,2.097,-0.022
23.100,0.009,-0.023,-14.429,1.989,-0.020
23.109,0.007,-0.021,-14.429,1.989,-0.036
23.120,0.002,-0.018,-14.393,1.840,-0.056
23.129,-0.000,-0.010,-14.393,1.840,-0.061
23.140,0.002,-0.019,-14.368,1.287,-0.040
23.149,0.000,-0.015,-14.368,1.287,-0.045
23.160,0.000,-0.010,-14.350,0.910,-0.034
23.169,0.003,-0.010,-14.350,0.910,-0.015
23.180,0.004,-0.006,-14.337,0.698,-0.008
23.189,0.006,-0.009,-14.337,0.698,0.003
23.200,0.009,-0.017,-14.320,0.836,0.002
23.209,0.009,-0.024,-14.320,0.836,0.008
23.220,0.003,-0.020,-14.297,1.184,-0.021
23.229,-0.000,-0.012,-14.297,1.184,-0.041
23.240,0.002,-0.012,-14.269,1.367,-0.044
23.278,0.006,-0.024,-14.236,0.974,-0.010
23.288,0.003,-0.021,-14.228,0.864,-0.014
23.298,0.006,-0.029,-14.220,0.825,-0.023
23.308,0.008,-0.033,-14.217,0.531,-0.012
23.318,0.006,-0.036,-14.216,0.202,0.003
23.328,0.001,-0.025,-14.216,0.067,0.002
23.338,-0.002,-0.023,-14.219,-0.182,-0.017
23.348,0.001,-0.026,-14.223,-0.342,-0.021
23.358,-0.006,-0.015,-14.228,-0.446,-0.006
23.368,-0.021,0.011,-14.234,-0.532,-0.028
23.378,-0.037,0.049,-14.239,-0.510,-0.085
23.388,-0.052,0.113,-14.250,-0.860,-0.143
23.398,-0.069,0.145,-14.265,-1.335,-0.164
23.408,-0.070,0.239,-14.290,-2.107,-0.214
23.418,-0.068,0.272,-14.324,-2.926,-0.128
23.428,-0.053,0.315,-14.365,-3.763,-0.069
23.438,-0.032,0.340,-14.411,-4.322,0.059
23.448,0.024,0.292,-14.460,-4.663,0.206
23.458,0.073,0.209,-14.498,-4.110,0.467
23.468,0.157,0.027,-14.518,-2.700,0.647
23.478,0.229,-0.095,-14.506,-0.082,0.905
23.488,0.324,-0.501,-14.450,3.655,1.120
23.498,0.372,-0.879,-14.335,8.911,1.209
23.508,0.396,-1.286,-14.152,15.195,1.034
23.518,0.382,-1.455,-13.904,21.602,0.758
23.528,0.105,-1.447,-13.601,27.353,0.481
23.538,-0.111,-1.214,-13.256,32.123,0.205
23.548,-0.390,-0.568,-12.877,35.998,-0.072
23.558,-0.490,-0.141,-12.487,38.018,-0.348
23.568,-0.468,0.297,-12.109,37.863,-0.625
23.578,-0.421,0.470,-11.765,35.547,-0.901
23.588,-0.466,1.102,-11.466,31.797,-1.178
23.598,-0.511,1.536,-11.230,26.317,-1.454
23.608,-0.564,2.354,-11.078,18.873,-1.731
23.623,-0.451,2.505,-11.036,1.604,-1.546
23.632,0.269,1.066,-11.036,-1.257,-1.270
23.642,0.373,0.470,-11.036,-2.209,-0.994
23.652,0.565,0.634,-11.036,-2.527,-0.717
23.662,0.633,0.120,-11.036,-2.633,-0.441
23.672,0.437,-0.147,-11.036,-2.668,-0.164
23.682,0.289,-0.152,-11.036,-2.680,0.112
23.692,0.144,-0.113,-11.036,-2.684,0.389
23.702,0.090,-0.068,-11.036,-2.685,0.610
23.712,0.036,0.007,-11.036,-2.686,0.334
23.722,0.021,0.059,-11.036,-2.686,0.245
23.732,0.022,0.113,-11.036,-2.686,0.254
23.742,0.042,0.123,-11.036,-2.686,0.319
23.752,0.083,0.084,-11.036,-2.686,0.513
23.762,0.099,0.050,-11.036,-2.686,0.604
23.772,0.106,0.003,-11.036,-2.686,0.627
23.797,0.101,-0.061,-11.036,-2.686,0.570
23.808,0.101,-0.091,-11.036,-2.686,0.550
23.817,0.099,-0.113,-11.036,-2.686,0.528
23.828,0.100,-0.144,-11.036,-2.686,0.504
23.837,0.100,-0.163,-11.036,-2.686,0.484
23.848,0.095,-0.196,-11.036,-2.686,0.472
23.857,0.078,-0.197,-11.036,-2.686,0.421
23.868,0.052,-0.176,-11.036,-2.686,0.332
23.877,0.044,-0.163,-11.036,-2.686,0.212
23.888,0.056,-0.167,-11.036,-2.686,0.184
23.897,0.069,-0.195,-11.036,-2.686,0.244
23.908,0.077,-0.233,-11.036,-2.686,0.290
23.917,0.074,-0.246,-11.036,-2.686,0.302
23.928,0.065,-0.261,-11.036,-2.686,0.275
23.937,0.061,-0.270,-11.036,-2.686,0.216
23.948,0.062,-0.294,-11.036,-2.686,0.190
23.958,0.067,-0.315,-11.036,-2.686,0.181
23.968,-0.074,0.131,-11.277,-1.361,0.188
23.977,0.018,-0.028,-11.320,-3.342,-0.088
23.988,0.085,-0.217,-11.429,-8.395,0.163
23.997,0.133,-0.385,-11.586,-13.257,0.440
24.008,0.130,-0.576,-11.762,-16.131,0.716
24.017,0.053,-0.536,-11.922,-16.063,0.697
24.028,-0.039,-0.451,-12.050,-13.891,0.420
24.037,-0.073,-0.350,-12.141,-10.688,0.144
24.048,-0.065,-0.249,-12.212,-8.269,-0.133
24.057,-0.043,-0.226,-12.277,-7.101,-0.291
24.068,0.007,-0.264,-12.345,-6.944,-0.193
24.077,0.018,-0.324,-12.426,-7.659,0.035
24.088,0.004,-0.333,-12.512,-8.279,0.065
24.097,-0.018,-0.298,-12.599,-8.590,0.004
24.108,-0.047,-0.239,-12.680,-8.257,-0.076
24.117,-0.059,-0.231,-12.762,-8.197,-0.191
24.128,-0.048,-0.163,-12.850,-8.614,-0.247
24.137,-0.043,-0.188,-12.945,-9.237,-0.129
24.148,-0.040,-0.169,-13.048,-9.930,-0.107
24.157,-0.036,-0.152,-13.158,-10.623,-0.056
24.168,-0.044,-0.141,-13.271,-11.083,-0.004
24.177,-0.046,-0.115,-13.384,-11.261,-0.025
24.188,-0.049,-0.097,-13.495,-11.144,-0.009
24.197,-0.055,-0.073,-13.603,-10.897,-0.019
24.208,-0.062,-0.031,-13.708,-10.612,-0.035
24.217,-0.063,-0.001,-13.810,-10.389,-0.048
24.228,-0.049,0.005,-13.917,-10.570,-0.039
24.237,-0.034,0.002,-14.024,-10.657,0.040
24.248,-0.035,-0.014,-14.132,-10.739,0.119
24.257,-0.033,-0.002,-14.235,-10.454,0.107
24.268,-0.037,0.009,-14.333,-10.031,0.116
24.306,-0.028,0.079,-14.626,-6.628,0.041
24.316,-0.007,0.042,-14.685,-6.170,0.130
24.326,-0.005,0.033,-14.739,-5.638,0.167
24.336,-0.010,0.022,-14.785,-4.944,0.145
24.346,-0.018,0.014,-14.821,-4.079,0.099
24.356,-0.024,0.029,-14.851,-3.327,0.022
24.366,-0.031,0.011,-14.873,-2.593,-0.011
24.376,-0.030,0.035,-14.890,-1.988,-0.041
24.386,-0.024,0.032,-14.906,-1.763,-0.076
24.396,-0.006,0.012,-14.923,-1.712,-0.020
24.406,0.000,-0.007,-14.941,-1.773,0.023
24.416,-0.009,-0.026,-14.955,-1.485,0.010
24.426,-0.011,-0.028,-14.968,-1.390,-0.024
24.436,-0.013,-0.032,-14.980,-1.281,-0.042
24.446,-0.017,-0.040,-14.990,-1.041,-0.055
24.456,-0.019,-0.030,-14.999,-0.986,-0.081
24.466,-0.017,-0.043,-15.013,-1.275,-0.094
24.476,-0.017,-0.042,-15.029,-1.447,-0.058
24.486,-0.022,-0.048,-15.048,-1.736,-0.081
24.496,-0.033,-0.035,-15.066,-1.805,-0.111
24.506,-0.033,-0.040,-15.090,-2.188,-0.144
24.516,-0.033,-0.025,-15.118,-2.621,-0.119
24.526,-0.029,-0.018,-15.152,-3.150,-0.118
24.536,-0.025,-0.024,-15.190,-3.554,-0.075
24.546,-0.021,-0.022,-15.231,-3.947,-0.051
24.556,-0.025,-0.029,-15.274,-4.177,-0.040
24.566,-0.034,-0.001,-15.323,-4.668,-0.037
24.576,-0.030,0.001,-15.376,-5.056,-0.071
24.586,-0.022,-0.003,-15.432,-5.420,-0.013
24.596,-0.011,-0.027,-15.491,-5.768,0.042
24.606,-0.008,-0.039,-15.549,-5.760,0.083
24.616,-0.005,-0.066,-15.603,-5.497,0.085
24.626,0.003,-0.089,-15.650,-4.979,0.077
24.636,0.012,-0.144,-15.689,-4.291,0.087
24.646,0.021,-0.168,-15.719,-3.400,0.073
24.656,0.024,-0.250,-15.739,-2.513,0.060
24.666,0.027,-0.286,-15.749,-1.503,0.008
24.676,0.007,-0.305,-15.751,-0.578,-0.067
24.686,-0.008,-0.321,-15.746,0.089,-0.171
24.696,-0.058,-0.274,-15.742,0.285,-0.331
24.706,-0.097,-0.225,-15.748,-0.263,-0.507
24.716,-0.165,-0.041,-15.770,-1.544,-0.693
24.726,-0.220,0.070,-15.820,-3.891,-0.844
24.736,-0.310,0.383,-15.914,-7.558,-1.032
24.746,-0.363,0.695,-16.062,-12.339,-1.114
24.756,-0.399,1.093,-16.272,-18.174,-1.051
24.766,-0.395,1.299,-16.544,-24.162,-0.774
24.776,-0.372,1.689,-16.868,-29.668,-0.498
24.786,-0.330,1.887,-17.242,-34.780,-0.221
24.814,0.108,1.821,-18.494,-41.549,0.608
24.824,0.410,1.280,-18.889,-40.189,0.884
24.834,0.538,0.692,-19.239,-36.729,1.161
24.847,0.529,-0.055,-19.514,-30.582,1.437
24.857,0.396,-0.141,-19.514,-28.531,1.714
24.868,0.253,-0.124,-19.514,-27.849,1.990
24.877,0.222,-0.113,-19.514,-27.621,1.987
24.888,0.178,-0.150,-19.514,-27.546,1.831
24.897,0.157,-0.172,-19.514,-27.520,1.574
24.908,0.139,-0.201,-19.514,-27.512,1.448
24.917,0.115,-0.198,-19.514,-27.509,1.333
24.928,0.089,-0.203,-19.514,-27.508,1.212
24.937,0.068,-0.197,-19.514,-27.508,1.072
24.948,0.050,-0.141,-19.514,-27.508,0.970
24.958,0.038,-0.102,-19.514,-27.508,0.918
24.968,0.049,-0.063,-19.514,-27.508,0.884
24.978,0.071,-0.063,-19.514,-27.508,0.966
24.988,0.085,-0.083,-19.514,-27.508,1.083
24.998,0.082,-0.108,-19.514,-27.508,1.139
25.008,0.087,-0.109,-19.514,-27.508,1.106
25.018,0.092,-0.136,-19.514,-27.508,1.129
25.028,0.098,-0.164,-19.514,-27.508,1.135
25.038,0.100,-0.181,-19.514,-27.508,1.146
25.048,0.096,-0.197,-19.514,-27.508,1.145
25.058,0.091,-0.212,-19.514,-27.508,1.113
25.068,0.093,-0.229,-19.514,-27.508,1.073
25.078,0.098,-0.249,-19.514,-27.508,1.072
25.088,0.098,-0.298,-19.514,-27.508,1.084
25.098,0.099,-0.319,-19.514,-27.508,1.048
25.108,0.073,-0.327,-19.514,-27.508,1.036
25.120,0.019,-0.280,-19.514,-27.508,0.729
25.129,-0.001,-0.208,-19.514,-27.508,0.600
25.140,-0.004,-0.174,-19.514,-27.508,0.575
25.149,0.026,-0.159,-19.514,-27.508,0.779
25.160,0.037,-0.176,-19.514,-27.508,0.817
25.169,0.046,-0.188,-19.514,-27.508,0.861
25.180,0.253,-1.251,-18.696,-7.561,1.137
25.189,0.186,-1.353,-18.696,-7.561,0.861
25.200,0.090,-0.598,-18.513,9.244,0.584
25.209,0.033,-0.701,-18.513,9.244,0.308
25.220,-0.058,-0.569,-18.035,23.620,0.031
25.229,-0.124,-0.371,-18.035,23.620,-0.245
25.240,-0.150,-0.215,-17.388,31.678,-0.521
25.249,-0.137,-0.157,-17.388,31.678,-0.798
25.260,-0.098,0.082,-16.790,29.283,-1.074
25.269,-0.095,0.190,-16.790,29.283,-1.159
25.280,-0.115,0.390,-16.408,18.747,-1.046
25.289,-0.045,0.204,-16.408,18.747,-0.769
25.328,0.037,-0.210,-16.323,-1.512,0.059
25.337,-0.012,-0.115,-16.357,-2.755,0.077
25.348,-0.064,0.005,-16.384,-2.758,-0.072
25.357,-0.069,0.045,-16.405,-2.301,-0.250
25.368,-0.026,0.071,-16.427,-2.198,-0.259
25.377,0.004,0.003,-16.457,-2.779,-0.023
25.388,0.020,-0.046,-16.493,-3.329,0.101
25.397,0.015,-0.062,-16.529,-3.514,0.159
25.408,-0.007,-0.048,-16.561,-3.266,0.131
25.417,-0.022,-0.021,-16.588,-2.879,0.020
25.428,-0.031,0.025,-16.611,-2.544,-0.050
25.437,-0.031,0.047,-16.637,-2.537,-0.074
25.448,-0.016,0.049,-16.670,-3.068,-0.054
25.457,-0.002,0.036,-16.711,-3.761,0.036
25.468,0.016,-0.010,-16.756,-4.242,0.121
25.477,0.019,-0.041,-16.797,-4.152,0.194
25.488,0.014,-0.046,-16.829,-3.478,0.184
25.497,0.009,-0.046,-16.842,-2.055,0.136
25.508,0.001,-0.036,-16.840,-0.557,0.068
25.517,0.001,-0.037,-16.823,0.940,-0.007
25.528,0.001,-0.048,-16.797,2.050,-0.050
25.537,-0.005,-0.045,-16.765,2.807,-0.089
25.548,-0.013,-0.038,-16.736,2.903,-0.134
25.557,-0.015,-0.026,-16.712,2.580,-0.174
25.568,-0.013,-0.025,-16.695,1.984,-0.171
25.577,-0.007,-0.026,-16.690,0.994,-0.140
25.588,0.000,-0.056,-16.700,-0.333,-0.082
25.597,0.001,-0.062,-16.719,-1.416,-0.031
25.608,-0.007,-0.070,-16.745,-2.183,-0.000
25.617,-0.006,-0.065,-16.774,-2.672,-0.028
25.628,-0.013,-0.066,-16.802,-2.730,-0.006
25.637,-0.014,-0.053,-16.827,-2.599,-0.039
25.648,-0.011,-0.057,-16.849,-2.348,-0.041
25.657,-0.008,-0.065,-16.865,-1.805,-0.034
25.668,-0.006,-0.079,-16.872,-1.087,-0.040
25.677,-0.010,-0.082,-16.872,-0.388,-0.058
