Time(s),Theta(rad),theta_dot(rad/s),Phi(rad),phi_dot(rad/s),setpoint(Nm)
44.716,0.784,-0.000,10.672,68.092,2.170
44.725,0.784,-0.000,10.672,68.092,2.170
44.736,0.784,-0.001,10.672,68.092,2.170
44.745,0.784,-0.002,10.672,68.092,2.171
44.756,0.785,-0.001,10.672,68.092,2.173
44.765,0.784,-0.001,10.672,68.092,2.174
44.776,0.785,-0.000,10.672,68.092,2.176
44.785,0.785,-0.001,10.672,68.092,2.176
44.796,0.785,-0.001,10.672,68.092,2.176
44.805,0.785,-0.001,10.672,68.092,2.178
44.816,0.785,0.001,10.672,68.092,2.176
44.825,0.784,-0.001,10.672,68.092,2.177
44.836,0.785,0.000,10.672,68.092,2.175
44.845,0.785,-0.000,10.672,68.092,2.177
44.856,0.785,-0.000,10.672,68.092,2.178
44.865,0.785,-0.000,10.672,68.092,2.177
44.890,0.784,-0.001,10.672,68.092,2.174
44.900,0.784,0.000,10.672,68.092,2.176
44.910,0.784,-0.001,10.672,68.092,2.173
44.920,0.784,0.000,10.672,68.092,2.173
44.930,0.784,-0.001,10.672,68.092,2.174
44.940,0.784,0.000,10.672,68.092,2.173
44.950,0.784,-0.001,10.672,68.092,2.171
44.960,0.784,0.000,10.672,68.092,2.172
44.970,0.785,-0.001,10.672,68.092,2.175
44.980,0.785,-0.000,10.672,68.092,2.174
44.990,0.785,-0.001,10.672,68.092,2.175
45.000,0.785,0.000,10.672,68.092,2.175
45.010,0.785,0.001,10.672,68.092,2.177
45.020,0.784,-0.000,10.672,68.092,2.172
45.030,0.784,0.001,10.672,68.092,2.172
45.040,0.784,0.000,10.672,68.092,2.173
45.050,0.785,-0.001,10.672,68.092,2.174
45.060,0.784,-0.001,10.672,68.092,2.173
45.070,0.784,0.001,10.672,68.092,2.173
45.080,0.784,-0.001,10.672,68.092,2.174
45.090,0.784,-0.000,10.672,68.092,2.174
45.100,0.785,0.000,10.672,68.092,2.175
45.110,0.784,-0.000,10.672,68.092,2.170
45.120,0.784,0.000,10.672,68.092,2.172
45.130,0.785,-0.001,10.672,68.092,2.175
45.140,0.784,-0.000,10.672,68.092,2.174
45.150,0.785,-0.001,10.672,68.092,2.175
45.160,0.785,-0.000,10.672,68.092,2.175
45.170,0.784,-0.002,10.672,68.092,2.172
45.180,0.784,-0.000,10.672,68.092,2.174
45.190,0.784,-0.000,10.672,68.092,2.172
45.200,0.784,-0.001,10.672,68.092,2.171
45.210,0.785,-0.000,10.672,68.092,2.175
45.220,0.785,0.001,10.672,68.092,2.174
45.230,0.784,-0.000,10.672,68.092,2.173
45.240,0.784,-0.002,10.672,68.092,2.173
45.250,0.784,-0.000,10.672,68.092,2.170
45.260,0.784,-0.001,10.672,68.092,2.168
45.270,0.783,0.001,10.672,68.092,2.170
45.280,0.784,-0.001,10.672,68.092,2.171
45.290,0.784,0.000,10.672,68.092,2.173
45.300,0.785,-0.000,10.672,68.092,2.175
45.310,0.785,-0.001,10.672,68.092,2.174
45.320,0.785,0.001,10.672,68.092,2.175
45.330,0.785,-0.001,10.672,68.092,2.176
45.340,0.785,-0.000,10.672,68.092,2.179
45.350,0.785,0.000,10.672,68.092,2.178
45.360,0.785,-0.000,10.672,68.092,2.175
45.370,0.784,-0.001,10.672,68.092,2.174
45.380,0.784,0.000,10.672,68.092,2.173
45.390,0.784,0.001,10.672,68.092,2.175
45.400,0.785,0.001,10.672,68.092,2.175
45.437,0.785,-0.000,10.672,68.092,2.176
45.448,0.784,-0.001,10.672,68.092,2.176
45.457,0.785,-0.000,10.672,68.092,2.172
45.468,0.785,-0.001,10.672,68.092,2.177
45.477,0.785,-0.001,10.672,68.092,2.178
45.488,0.785,0.001,10.672,68.092,2.175
45.497,0.785,-0.000,10.672,68.092,2.177
45.508,0.784,-0.000,10.672,68.092,2.175
45.517,0.784,-0.000,10.672,68.092,2.171
45.528,0.784,0.001,10.672,68.092,2.171
45.537,0.784,0.001,10.672,68.092,2.170
45.548,0.785,0.001,10.672,68.092,2.174
45.557,0.786,0.001,10.672,68.092,2.178
45.568,0.786,-0.002,10.672,68.092,2.181
45.577,0.785,-0.001,10.672,68.092,2.179
45.588,0.785,0.001,10.672,68.092,2.178
45.597,0.784,0.000,10.672,68.092,2.176
45.608,0.784,0.001,10.672,68.092,2.174
45.617,0.784,-0.001,10.672,68.092,2.172
45.628,0.784,-0.000,10.672,68.092,2.171
45.637,0.784,-0.001,10.672,68.092,2.173
45.648,0.784,-0.002,10.672,68.092,2.172
45.657,0.784,-0.001,10.672,68.092,2.171
45.668,0.784,0.001,10.672,68.092,2.170
45.677,0.784,-0.000,10.672,68.092,2.172
45.688,0.784,0.000,10.672,68.092,2.172
45.697,0.784,-0.001,10.672,68.092,2.173
45.708,0.784,-0.001,10.672,68.092,2.172
45.717,0.784,-0.000,10.672,68.092,2.170
45.728,0.784,-0.001,10.672,68.092,2.172
45.737,0.784,-0.001,10.672,68.092,2.172
45.748,0.784,-0.000,10.672,68.092,2.173
45.757,0.784,-0.000,10.672,68.092,2.170
45.768,0.784,-0.001,10.672,68.092,2.171
45.777,0.785,0.001,10.672,68.092,2.174
45.788,0.785,0.001,10.672,68.092,2.178
45.797,0.785,-0.001,10.672,68.092,2.177
45.808,0.785,-0.002,10.672,68.092,2.176
45.817,0.784,-0.001,10.672,68.092,2.176
45.828,0.785,-0.000,10.672,68.092,2.173
45.837,0.785,-0.000,10.672,68.092,2.177
45.848,0.785,-0.000,10.672,68.092,2.179
45.857,0.784,-0.000,10.672,68.092,2.175
45.868,0.785,-0.000,10.672,68.092,2.173
45.877,0.785,-0.001,10.672,68.092,2.176
45.888,0.784,-0.000,10.672,68.092,2.176
45.897,0.784,-0.001,10.672,68.092,2.172
45.908,0.784,0.001,10.672,68.092,2.173
45.917,0.785,-0.000,10.672,68.092,2.175
45.928,0.785,-0.001,10.672,68.092,2.175
45.937,0.785,0.001,10.672,68.092,2.175
45.962,0.785,-0.001,10.672,68.092,2.176
45.972,0.784,-0.000,10.672,68.092,2.173
45.982,0.784,0.001,10.672,68.092,2.172
45.992,0.785,-0.001,10.672,68.092,2.173
46.002,0.784,-0.002,10.672,68.092,2.175
46.012,0.785,0.002,10.672,68.092,2.178
46.022,0.785,-0.000,10.672,68.092,2.178
46.032,0.785,-0.001,10.672,68.092,2.177
46.042,0.785,-0.000,10.672,68.092,2.176
46.052,0.784,-0.000,10.672,68.092,2.174
46.062,0.784,-0.001,10.672,68.092,2.171
46.072,0.784,0.000,10.672,68.092,2.172
46.082,0.784,0.000,10.672,68.092,2.174
46.092,0.784,-0.001,10.672,68.092,2.176
46.102,0.785,-0.002,10.672,68.092,2.176
46.112,0.785,0.001,10.672,68.092,2.179
46.122,0.785,-0.001,10.672,68.092,2.174
46.132,0.785,-0.001,10.672,68.092,2.176
46.142,0.785,-0.001,10.672,68.092,2.176
46.152,0.784,0.000,10.672,68.092,2.172
46.162,0.784,-0.001,10.672,68.092,2.171
46.172,0.784,0.000,10.672,68.092,2.173
46.182,0.784,0.000,10.672,68.092,2.174
46.192,0.785,0.000,10.672,68.092,2.173
46.202,0.785,-0.001,10.672,68.092,2.175
46.212,0.785,-0.001,10.672,68.092,2.175
46.222,0.785,-0.000,10.672,68.092,2.177
46.232,0.786,0.001,10.672,68.092,2.179
46.242,0.785,-0.001,10.672,68.092,2.177
46.252,0.785,0.001,10.672,68.092,2.178
46.262,0.785,0.000,10.672,68.092,2.177
46.272,0.784,0.001,10.672,68.092,2.174
46.282,0.784,-0.001,10.672,68.092,2.173
46.292,0.784,0.000,10.672,68.092,2.170
46.302,0.784,0.001,10.672,68.092,2.172
46.312,0.784,0.000,10.672,68.092,2.172
46.322,0.784,-0.001,10.672,68.092,2.172
46.332,0.785,0.001,10.672,68.092,2.172
46.342,0.785,-0.001,10.672,68.092,2.174
46.352,0.785,-0.001,10.672,68.092,2.177
46.362,0.785,-0.001,10.672,68.092,2.175
46.372,0.785,0.000,10.672,68.092,2.176
46.382,0.784,-0.001,10.672,68.092,2.174
46.392,0.784,-0.001,10.672,68.092,2.173
46.402,0.784,-0.001,10.672,68.092,2.173
46.412,0.785,-0.001,10.672,68.092,2.175
46.422,0.784,0.000,10.672,68.092,2.175
46.432,0.784,-0.001,10.672,68.092,2.174
46.442,0.785,0.001,10.672,68.092,2.174
46.452,0.784,-0.002,10.672,68.092,2.175
46.462,0.784,-0.000,10.672,68.092,2.173
46.500,0.785,-0.001,10.672,68.092,2.177
46.509,0.785,-0.001,10.672,68.092,2.175
46.520,0.785,-0.002,10.672,68.092,2.177
46.529,0.786,-0.001,10.672,68.092,2.179
46.540,0.785,-0.001,10.672,68.092,2.179
46.549,0.785,-0.001,10.672,68.092,2.176
46.560,0.784,0.000,10.672,68.092,2.175
46.569,0.784,-0.000,10.672,68.092,2.174
46.580,0.784,-0.001,10.672,68.092,2.175
46.589,0.785,-0.000,10.672,68.092,2.176
46.600,0.785,-0.000,10.672,68.092,2.176
46.609,0.785,-0.001,10.672,68.092,2.175
46.620,0.785,0.000,10.672,68.092,2.179
46.629,0.785,0.000,10.672,68.092,2.178
46.640,0.784,-0.001,10.672,68.092,2.176
46.649,0.784,-0.001,10.672,68.092,2.169
46.660,0.785,-0.001,10.672,68.092,2.173
46.669,0.785,-0.000,10.672,68.092,2.175
46.680,0.785,-0.001,10.672,68.092,2.174
46.689,0.784,-0.000,10.672,68.092,2.173
46.700,0.784,-0.002,10.672,68.092,2.173
46.709,0.785,-0.000,10.672,68.092,2.177
46.720,0.785,-0.002,10.672,68.092,2.176
46.729,0.784,0.000,10.672,68.092,2.172
46.740,0.784,0.000,10.672,68.092,2.171
46.749,0.785,-0.001,10.672,68.092,2.178
46.760,0.785,0.001,10.672,68.092,2.179
46.769,0.785,-0.000,10.672,68.092,2.178
46.780,0.784,-0.001,10.672,68.092,2.175
46.789,0.784,0.002,10.672,68.092,2.172
46.800,0.784,-0.002,10.672,68.092,2.173
46.809,0.784,-0.002,10.672,68.092,2.173
46.820,0.783,0.001,10.672,68.092,2.168
46.829,0.783,0.002,10.672,68.092,2.171
46.840,0.785,-0.000,10.672,68.092,2.175
46.849,0.785,0.000,10.672,68.092,2.177
46.860,0.786,-0.001,10.672,68.092,2.181
46.869,0.785,-0.002,10.672,68.092,2.177
46.880,0.784,0.003,10.672,68.092,2.174
46.889,0.785,0.004,10.672,68.092,2.179
46.900,0.786,-0.003,10.672,68.092,2.179
46.909,0.784,-0.000,10.672,68.092,2.171
46.920,0.782,0.002,10.672,68.092,2.163
46.929,0.785,0.001,10.672,68.092,2.176
46.940,0.786,-0.001,10.672,68.092,2.183
46.949,0.786,-0.001,10.672,68.092,2.181
46.960,0.785,-0.002,10.672,68.092,2.180
46.969,0.784,-0.001,10.672,68.092,2.170
46.980,0.785,0.001,10.672,68.092,2.175
46.989,0.785,-0.002,10.672,68.092,2.177
47.000,0.785,-0.001,10.672,68.092,2.179
47.009,0.783,0.001,10.672,68.092,2.170
47.034,0.785,-0.002,10.672,68.092,2.178
47.044,0.784,0.001,10.672,68.092,2.176
47.054,0.784,0.001,10.672,68.092,2.173
47.064,0.783,-0.000,10.672,68.092,2.170
47.074,0.783,0.001,10.672,68.092,2.166
47.084,0.785,-0.002,10.672,68.092,2.173
47.094,0.784,-0.000,10.672,68.092,2.177
47.104,0.784,-0.002,10.672,68.092,2.173
47.114,0.785,0.001,10.672,68.092,2.176
47.124,0.785,-0.000,10.672,68.092,2.175
47.134,0.785,-0.002,10.672,68.092,2.178
47.144,0.784,-0.001,10.672,68.092,2.175
47.154,0.784,-0.001,10.672,68.092,2.174
47.164,0.785,-0.001,10.672,68.092,2.176
47.174,0.785,-0.001,10.672,68.092,2.180
47.184,0.786,-0.002,10.672,68.092,2.179
47.194,0.785,-0.001,10.672,68.092,2.178
47.204,0.785,0.000,10.672,68.092,2.176
47.214,0.784,-0.001,10.672,68.092,2.174
47.224,0.785,-0.000,10.672,68.092,2.175
47.234,0.784,-0.001,10.672,68.092,2.176
47.244,0.785,0.001,10.672,68.092,2.172
47.254,0.785,-0.001,10.672,68.092,2.177
47.264,0.785,-0.000,10.672,68.092,2.178
47.274,0.785,-0.001,10.672,68.092,2.179
47.284,0.785,-0.000,10.672,68.092,2.176
47.294,0.785,-0.000,10.672,68.092,2.177
47.304,0.785,-0.000,10.672,68.092,2.179
47.314,0.785,-0.001,10.672,68.092,2.176
47.324,0.784,0.001,10.672,68.092,2.172
47.334,0.785,-0.000,10.672,68.092,2.174
47.344,0.785,-0.001,10.672,68.092,2.176
47.354,0.785,-0.001,10.672,68.092,2.179
47.364,0.784,0.000,10.672,68.092,2.176
47.374,0.784,0.000,10.672,68.092,2.170
47.384,0.784,-0.001,10.672,68.092,2.172
47.394,0.785,-0.002,10.672,68.092,2.175
47.404,0.785,-0.002,10.672,68.092,2.177
47.414,0.784,-0.000,10.672,68.092,2.175
47.424,0.784,0.000,10.672,68.092,2.173
47.434,0.786,-0.001,10.672,68.092,2.178
47.444,0.785,-0.001,10.672,68.092,2.179
47.454,0.784,-0.001,10.672,68.092,2.174
47.464,0.784,-0.001,10.672,68.092,2.172
47.474,0.784,-0.000,10.672,68.092,2.171
47.484,0.784,-0.001,10.672,68.092,2.171
47.494,0.784,-0.001,10.672,68.092,2.173
47.504,0.783,-0.000,10.672,68.092,2.170
47.514,0.785,-0.000,10.672,68.092,2.174
47.524,0.785,-0.001,10.672,68.092,2.175
47.534,0.785,-0.000,10.672,68.092,2.177
47.572,0.784,-0.001,10.672,68.092,2.170
47.581,0.784,-0.000,10.672,68.092,2.172
47.592,0.785,-0.000,10.672,68.092,2.172
47.601,0.785,-0.001,10.672,68.092,2.176
47.612,0.785,-0.001,10.672,68.092,2.175
47.621,0.785,-0.001,10.672,68.092,2.178
47.632,0.785,0.001,10.672,68.092,2.179
47.641,0.785,-0.001,10.672,68.092,2.179
47.652,0.784,-0.001,10.672,68.092,2.177
47.661,0.784,-0.000,10.672,68.092,2.173
47.672,0.784,-0.001,10.672,68.092,2.170
47.681,0.784,-0.001,10.672,68.092,2.168
47.692,0.784,-0.000,10.672,68.092,2.171
47.701,0.784,0.000,10.672,68.092,2.171
47.712,0.784,-0.002,10.672,68.092,2.172
47.721,0.784,-0.001,10.672,68.092,2.174
47.732,0.785,-0.001,10.672,68.092,2.174
47.741,0.785,-0.000,10.672,68.092,2.176
47.752,0.785,-0.001,10.672,68.092,2.178
47.761,0.785,0.000,10.672,68.092,2.177
47.772,0.785,-0.000,10.672,68.092,2.175
47.781,0.785,-0.001,10.672,68.092,2.174
47.792,0.784,-0.001,10.672,68.092,2.174
47.801,0.784,0.000,10.672,68.092,2.174
47.812,0.784,-0.001,10.672,68.092,2.175
47.821,0.785,-0.000,10.672,68.092,2.174
47.832,0.785,-0.001,10.672,68.092,2.178
47.841,0.785,0.001,10.672,68.092,2.177
47.852,0.784,-0.000,10.672,68.092,2.174
47.861,0.785,-0.001,10.672,68.092,2.174
47.872,0.785,-0.001,10.672,68.092,2.177
47.881,0.784,0.000,10.672,68.092,2.174
47.892,0.784,0.000,10.672,68.092,2.175
47.901,0.784,-0.001,10.672,68.092,2.172
47.912,0.784,0.000,10.672,68.092,2.173
47.921,0.784,-0.000,10.672,68.092,2.172
47.932,0.784,-0.000,10.672,68.092,2.170
47.941,0.784,0.001,10.672,68.092,2.171
47.952,0.785,-0.000,10.672,68.092,2.178
47.961,0.786,0.001,10.672,68.092,2.180
47.972,0.786,-0.001,10.672,68.092,2.178
47.981,0.786,0.000,10.672,68.092,2.180
47.992,0.786,-0.003,10.672,68.092,2.180
48.001,0.786,-0.004,10.672,68.092,2.181
48.012,0.782,-0.002,10.672,68.092,2.166
48.021,0.781,0.005,10.672,68.092,2.162
48.032,0.784,0.004,10.672,68.092,2.166
48.041,0.788,-0.004,10.672,68.092,2.183
48.052,0.785,-0.005,10.672,68.092,2.185
48.061,0.782,0.000,10.672,68.092,2.166
48.072,0.781,0.003,10.672,68.092,2.161
48.096,0.788,-0.004,10.672,68.092,2.187
48.106,0.786,-0.006,10.672,68.092,2.189
48.116,0.780,0.003,10.672,68.092,2.168
48.126,0.782,0.004,10.672,68.092,2.156
48.136,0.786,-0.003,10.672,68.092,2.172
48.146,0.786,-0.006,10.672,68.092,2.181
48.156,0.782,0.002,10.672,68.092,2.172
48.166,0.783,0.003,10.672,68.092,2.165
48.176,0.784,0.001,10.672,68.092,2.170
48.186,0.785,-0.001,10.672,68.092,2.174
48.196,0.785,-0.002,10.672,68.092,2.181
48.206,0.784,0.000,10.672,68.092,2.176
48.216,0.784,0.002,10.672,68.092,2.170
48.226,0.784,0.002,10.672,68.092,2.171
48.236,0.785,-0.002,10.672,68.092,2.173
48.246,0.784,-0.003,10.672,68.092,2.173
48.256,0.783,0.001,10.672,68.092,2.170
48.266,0.784,0.002,10.672,68.092,2.165
48.276,0.786,0.000,10.672,68.092,2.176
48.286,0.786,-0.002,10.672,68.092,2.181
48.296,0.784,0.000,10.672,68.092,2.179
48.306,0.784,0.002,10.672,68.092,2.174
48.316,0.785,-0.001,10.672,68.092,2.174
48.326,0.785,-0.001,10.672,68.092,2.179
48.336,0.784,-0.001,10.672,68.092,2.175
48.346,0.784,0.001,10.672,68.092,2.174
48.356,0.784,0.001,10.672,68.092,2.169
48.366,0.785,-0.001,10.672,68.092,2.174
48.376,0.785,-0.002,10.672,68.092,2.178
48.386,0.785,-0.002,10.672,68.092,2.175
48.396,0.784,-0.001,10.672,68.092,2.174
48.406,0.784,0.000,10.672,68.092,2.174
48.416,0.784,-0.000,10.672,68.092,2.172
48.426,0.784,-0.002,10.672,68.092,2.173
48.436,0.785,0.000,10.672,68.092,2.172
48.446,0.785,0.002,10.672,68.092,2.175
48.456,0.785,0.001,10.672,68.092,2.175
48.466,0.785,-0.002,10.672,68.092,2.178
48.476,0.785,-0.001,10.672,68.092,2.177
48.486,0.785,-0.001,10.672,68.092,2.174
48.496,0.785,-0.002,10.672,68.092,2.174
48.506,0.785,-0.002,10.672,68.092,2.175
48.516,0.785,-0.003,10.672,68.092,2.176
48.526,0.784,-0.001,10.672,68.092,2.173
48.536,0.785,0.001,10.672,68.092,2.172
48.546,0.786,-0.002,10.672,68.092,2.180
48.556,0.787,-0.001,10.672,68.092,2.186
48.566,0.785,-0.002,10.672,68.092,2.187
48.576,0.784,-0.001,10.672,68.092,2.176
48.586,0.784,-0.001,10.672,68.092,2.173
48.596,0.785,0.000,10.672,68.092,2.173
48.606,0.785,-0.001,10.672,68.092,2.178
48.644,0.784,0.002,10.672,68.092,2.170
48.653,0.784,-0.001,10.672,68.092,2.172
48.664,0.784,-0.002,10.672,68.092,2.177
48.673,0.784,0.001,10.672,68.092,2.171
48.684,0.785,0.002,10.672,68.092,2.173
48.693,0.785,0.000,10.672,68.092,2.180
48.704,0.786,-0.001,10.672,68.092,2.183
48.713,0.785,-0.001,10.672,68.092,2.177
48.724,0.783,0.001,10.672,68.092,2.173
48.733,0.783,0.001,10.672,68.092,2.169
48.744,0.785,0.001,10.672,68.092,2.169
48.753,0.785,0.000,10.672,68.092,2.179
48.764,0.786,-0.001,10.672,68.092,2.179
48.773,0.786,-0.000,10.672,68.092,2.181
48.784,0.786,-0.002,10.672,68.092,2.182
48.793,0.785,-0.003,10.672,68.092,2.179
48.804,0.782,-0.001,10.672,68.092,2.169
48.813,0.782,0.001,10.672,68.092,2.163
48.824,0.783,0.003,10.672,68.092,2.164
48.833,0.784,0.002,10.672,68.092,2.172
48.844,0.787,0.001,10.672,68.092,2.178
48.853,0.787,-0.002,10.672,68.092,2.184
48.864,0.786,-0.001,10.672,68.092,2.182
48.873,0.786,-0.003,10.672,68.092,2.175
48.884,0.786,-0.006,10.672,68.092,2.181
48.893,0.782,-0.002,10.672,68.092,2.169
48.904,0.780,0.005,10.672,68.092,2.156
48.913,0.780,0.004,10.672,68.092,2.156
48.924,0.786,-0.003,10.672,68.092,2.157
48.933,0.788,-0.004,10.672,68.092,2.188
48.944,0.784,0.003,10.672,68.092,2.178
48.953,0.786,0.000,10.672,68.092,2.178
48.964,0.786,0.002,10.672,68.092,2.179
48.973,0.789,0.001,10.672,68.092,2.192
48.984,0.788,-0.011,10.672,68.092,2.201
48.993,0.780,-0.007,10.672,68.092,2.169
49.004,0.776,0.010,10.672,68.092,2.139
49.013,0.781,0.009,10.672,68.092,2.152
49.024,0.790,-0.002,10.672,68.092,2.178
49.033,0.791,-0.004,10.672,68.092,2.203
49.044,0.786,-0.002,10.672,68.092,2.199
49.053,0.783,-0.003,10.672,68.092,2.173
49.064,0.781,0.004,10.672,68.092,2.160
49.073,0.785,0.001,10.672,68.092,2.167
49.084,0.786,-0.003,10.672,68.092,2.186
49.093,0.784,-0.002,10.672,68.092,2.176
49.104,0.782,0.003,10.672,68.092,2.167
49.113,0.784,0.002,10.672,68.092,2.172
49.124,0.787,-0.004,10.672,68.092,2.180
49.133,0.786,-0.003,10.672,68.092,2.186
49.144,0.783,-0.000,10.672,68.092,2.173
49.169,0.783,0.002,10.672,68.092,2.169
49.180,0.786,0.001,10.672,68.092,2.179
49.189,0.786,-0.001,10.672,68.092,2.183
49.200,0.785,0.000,10.672,68.092,2.180
49.209,0.784,-0.001,10.672,68.092,2.171
49.220,0.784,-0.000,10.672,68.092,2.172
49.229,0.784,0.001,10.672,68.092,2.174
49.240,0.784,-0.001,10.672,68.092,2.176
49.249,0.783,-0.001,10.672,68.092,2.166
49.260,0.783,-0.001,10.672,68.092,2.166
49.269,0.784,-0.000,10.672,68.092,2.170
49.280,0.785,-0.000,10.672,68.092,2.174
49.289,0.785,-0.002,10.672,68.092,2.178
49.300,0.786,0.002,10.672,68.092,2.180
49.309,0.786,0.001,10.672,68.092,2.184
49.320,0.785,-0.000,10.672,68.092,2.181
49.329,0.784,-0.001,10.672,68.092,2.171
49.340,0.782,-0.001,10.672,68.092,2.168
49.349,0.782,-0.001,10.672,68.092,2.163
49.360,0.784,-0.000,10.672,68.092,2.169
49.369,0.785,-0.001,10.672,68.092,2.176
49.380,0.786,-0.001,10.672,68.092,2.178
49.389,0.785,-0.002,10.672,68.092,2.175
49.400,0.783,-0.001,10.672,68.092,2.169
49.409,0.783,0.000,10.672,68.092,2.170
49.420,0.784,-0.000,10.672,68.092,2.170
49.429,0.784,-0.001,10.672,68.092,2.170
49.440,0.784,-0.002,10.672,68.092,2.172
49.449,0.784,0.001,10.672,68.092,2.174
49.460,0.784,0.000,10.672,68.092,2.173
49.469,0.784,-0.000,10.672,68.092,2.172
49.480,0.785,0.001,10.672,68.092,2.174
49.489,0.785,0.002,10.672,68.092,2.180
49.500,0.785,0.001,10.672,68.092,2.177
49.509,0.785,-0.001,10.672,68.092,2.174
49.520,0.784,-0.001,10.672,68.092,2.170
49.529,0.785,0.000,10.672,68.092,2.177
49.540,0.786,0.000,10.672,68.092,2.179
49.549,0.785,-0.002,10.672,68.092,2.178
49.560,0.785,-0.002,10.672,68.092,2.180
49.569,0.785,0.000,10.672,68.092,2.175
49.580,0.785,-0.000,10.672,68.092,2.178
49.589,0.784,-0.001,10.672,68.092,2.172
49.600,0.783,-0.001,10.672,68.092,2.169
49.609,0.784,0.000,10.672,68.092,2.171
49.620,0.785,-0.001,10.672,68.092,2.176
49.629,0.785,-0.000,10.672,68.092,2.178
49.640,0.785,-0.002,10.672,68.092,2.177
49.649,0.785,-0.002,10.672,68.092,2.175
49.660,0.784,-0.001,10.672,68.092,2.175
49.669,0.785,0.000,10.672,68.092,2.175
49.680,0.785,0.001,10.672,68.092,2.176
49.716,0.784,-0.001,10.672,68.092,2.174
49.726,0.785,-0.001,10.672,68.092,2.173
49.736,0.785,0.001,10.672,68.092,2.174
49.746,0.784,0.000,10.672,68.092,2.177
49.756,0.786,-0.001,10.672,68.092,2.176
49.766,0.785,-0.001,10.672,68.092,2.180
49.776,0.785,-0.003,10.672,68.092,2.178
49.786,0.784,-0.001,10.672,68.092,2.173
49.796,0.784,0.000,10.672,68.092,2.171
49.806,0.784,-0.001,10.672,68.092,2.170
49.816,0.783,0.001,10.672,68.092,2.170
49.826,0.784,-0.000,10.672,68.092,2.170
49.836,0.784,0.000,10.672,68.092,2.175
49.846,0.785,0.000,10.672,68.092,2.174
49.856,0.785,-0.001,10.672,68.092,2.179
49.866,0.785,-0.001,10.672,68.092,2.177
49.876,0.785,-0.000,10.672,68.092,2.177
49.886,0.784,-0.002,10.672,68.092,2.175
49.896,0.783,-0.001,10.672,68.092,2.169
49.906,0.783,-0.000,10.672,68.092,2.168
49.916,0.783,0.002,10.672,68.092,2.165
49.926,0.783,0.001,10.672,68.092,2.171
49.936,0.784,-0.000,10.672,68.092,2.168
49.946,0.785,-0.000,10.672,68.092,2.174
49.956,0.784,-0.000,10.672,68.092,2.178
49.966,0.785,-0.000,10.672,68.092,2.174
49.976,0.785,0.001,10.672,68.092,2.178
49.986,0.784,0.001,10.672,68.092,2.178
49.996,0.784,0.001,10.672,68.092,2.171
50.006,0.783,-0.001,10.672,68.092,2.171
50.016,0.784,0.001,10.672,68.092,2.167
50.026,0.784,-0.000,10.672,68.092,2.171
50.036,0.785,-0.000,10.672,68.092,2.176
50.046,0.785,-0.000,10.672,68.092,2.177
50.056,0.785,-0.000,10.672,68.092,2.177
50.066,0.785,-0.000,10.672,68.092,2.178
50.076,0.785,-0.002,10.672,68.092,2.178
50.086,0.785,0.000,10.672,68.092,2.173
50.096,0.784,-0.001,10.672,68.092,2.173
50.106,0.784,0.001,10.672,68.092,2.173
50.116,0.784,0.001,10.672,68.092,2.173
50.126,0.785,0.000,10.672,68.092,2.175
50.136,0.785,-0.001,10.672,68.092,2.174
50.146,0.785,-0.001,10.672,68.092,2.176
50.156,0.785,0.000,10.672,68.092,2.177
50.166,0.785,-0.002,10.672,68.092,2.178
50.176,0.785,-0.001,10.672,68.092,2.177
50.186,0.785,-0.000,10.672,68.092,2.176
50.196,0.784,-0.000,10.672,68.092,2.176
50.206,0.784,0.001,10.672,68.092,2.174
50.216,0.784,0.001,10.672,68.092,2.170
50.241,0.784,-0.000,10.672,68.092,2.176
50.252,0.784,-0.001,10.672,68.092,2.173
50.261,0.784,0.000,10.672,68.092,2.174
50.272,0.784,0.001,10.672,68.092,2.174
50.281,0.784,-0.001,10.672,68.092,2.172
50.292,0.784,-0.001,10.672,68.092,2.171
50.301,0.784,0.000,10.672,68.092,2.173
50.312,0.785,-0.001,10.672,68.092,2.176
50.321,0.785,-0.001,10.672,68.092,2.175
50.332,0.784,-0.000,10.672,68.092,2.175
50.341,0.784,-0.000,10.672,68.092,2.174
50.352,0.784,-0.001,10.672,68.092,2.172
50.361,0.784,-0.000,10.672,68.092,2.172
50.372,0.784,0.001,10.672,68.092,2.171
50.381,0.783,0.002,10.672,68.092,2.169
50.392,0.784,0.001,10.672,68.092,2.171
50.401,0.788,-0.005,10.672,68.092,2.187
50.412,0.787,-0.004,10.672,68.092,2.179
50.421,0.785,-0.002,10.672,68.092,2.183
50.432,0.783,-0.005,10.672,68.092,2.163
50.441,0.785,0.005,10.672,68.092,2.175
50.452,0.785,0.002,10.672,68.092,2.182
50.461,0.784,0.001,10.672,68.092,2.172
50.472,0.782,-0.000,10.672,68.092,2.172
50.481,0.781,0.004,10.672,68.092,2.156
50.492,0.789,-0.003,10.672,68.092,2.188
50.501,0.786,-0.005,10.672,68.092,2.188
50.512,0.784,0.001,10.672,68.092,2.173
50.521,0.784,0.003,10.672,68.092,2.173
50.532,0.786,-0.001,10.672,68.092,2.174
50.541,0.787,-0.003,10.672,68.092,2.182
50.552,0.784,-0.000,10.672,68.092,2.178
50.561,0.784,0.001,10.672,68.092,2.171
50.572,0.784,-0.001,10.672,68.092,2.174
50.581,0.782,-0.000,10.672,68.092,2.166
