Time(s),Theta(rad),theta_dot(rad/s),Phi(rad),phi_dot(rad/s),setpoint(A)
24.490,-0.784,0.006,-92.341,-69.205,-4.374
24.500,-0.784,-0.001,-92.341,-69.205,-4.370
24.510,-0.784,-0.003,-92.341,-69.205,-4.371
24.520,-0.783,-0.001,-92.341,-69.205,-4.372
24.530,-0.784,0.002,-92.341,-69.205,-4.375
24.540,-0.784,-0.001,-92.341,-69.205,-4.375
24.550,-0.783,-0.001,-92.341,-69.205,-4.372
24.560,-0.784,-0.005,-92.341,-69.205,-4.373
24.570,-0.784,0.001,-92.341,-69.205,-4.371
24.580,-0.784,-0.001,-92.341,-69.205,-4.376
24.590,-0.783,0.003,-92.341,-69.205,-4.374
24.600,-0.784,-0.001,-92.341,-69.205,-4.373
24.610,-0.784,0.004,-92.341,-69.205,-4.373
24.620,-0.784,0.003,-92.341,-69.205,-4.374
24.630,-0.784,-0.002,-92.341,-69.205,-4.372
24.640,-0.784,0.007,-92.341,-69.205,-4.374
24.650,-0.785,-0.003,-92.341,-69.205,-4.370
24.660,-0.785,0.002,-92.341,-69.205,-4.373
24.670,-0.785,0.000,-92.341,-69.205,-4.367
24.680,-0.784,-0.001,-92.341,-69.205,-4.372
24.690,-0.784,-0.001,-92.341,-69.205,-4.372
24.700,-0.784,0.004,-92.341,-69.205,-4.373
24.710,-0.785,-0.002,-92.341,-69.205,-4.373
24.720,-0.784,0.001,-92.341,-69.205,-4.374
24.730,-0.784,-0.002,-92.341,-69.205,-4.377
24.766,-0.783,-0.001,-92.341,-69.205,-4.373
24.776,-0.784,-0.004,-92.341,-69.205,-4.373
24.786,-0.784,0.006,-92.341,-69.205,-4.375
24.796,-0.785,-0.003,-92.341,-69.205,-4.367
24.806,-0.785,0.002,-92.341,-69.205,-4.378
24.816,-0.785,-0.006,-92.341,-69.205,-4.375
24.826,-0.785,-0.001,-92.341,-69.205,-4.382
24.836,-0.785,-0.000,-92.341,-69.205,-4.376
24.846,-0.785,0.004,-92.341,-69.205,-4.377
24.856,-0.785,-0.002,-92.341,-69.205,-4.373
24.866,-0.785,0.001,-92.341,-69.205,-4.377
24.876,-0.785,-0.001,-92.341,-69.205,-4.374
24.886,-0.784,0.001,-92.341,-69.205,-4.376
24.896,-0.784,-0.005,-92.341,-69.205,-4.374
24.906,-0.785,-0.006,-92.341,-69.205,-4.378
24.916,-0.784,-0.008,-92.341,-69.205,-4.381
24.926,-0.785,-0.006,-92.341,-69.205,-4.382
24.936,-0.784,-0.001,-92.341,-69.205,-4.381
24.946,-0.783,0.010,-92.341,-69.205,-4.374
24.956,-0.784,0.010,-92.341,-69.205,-4.359
24.966,-0.783,-0.005,-92.341,-69.205,-4.363
24.976,-0.784,-0.002,-92.341,-69.205,-4.374
24.986,-0.784,0.010,-92.341,-69.205,-4.375
24.996,-0.783,-0.012,-92.341,-69.205,-4.365
25.006,-0.785,-0.004,-92.341,-69.205,-4.383
25.016,-0.783,0.004,-92.341,-69.205,-4.378
25.026,-0.785,-0.000,-92.341,-69.205,-4.364
25.036,-0.783,-0.001,-92.341,-69.205,-4.376
25.046,-0.784,0.004,-92.341,-69.205,-4.372
25.056,-0.784,-0.007,-92.341,-69.205,-4.370
25.066,-0.784,0.007,-92.341,-69.205,-4.380
25.076,-0.785,-0.005,-92.341,-69.205,-4.366
25.086,-0.784,0.000,-92.341,-69.205,-4.381
25.096,-0.785,0.001,-92.341,-69.205,-4.373
25.106,-0.784,0.001,-92.341,-69.205,-4.374
25.116,-0.784,-0.001,-92.341,-69.205,-4.371
25.126,-0.785,0.002,-92.341,-69.205,-4.375
25.136,-0.784,-0.001,-92.341,-69.205,-4.374
25.146,-0.784,-0.010,-92.341,-69.205,-4.374
25.156,-0.786,0.019,-92.341,-69.205,-4.382
25.166,-0.783,-0.009,-92.341,-69.205,-4.363
25.176,-0.784,-0.015,-92.341,-69.205,-4.378
25.186,-0.787,0.026,-92.341,-69.205,-4.387
25.196,-0.781,-0.011,-92.341,-69.205,-4.358
25.206,-0.784,-0.019,-92.341,-69.205,-4.375
25.216,-0.787,0.023,-92.341,-69.205,-4.389
25.226,-0.783,-0.001,-92.341,-69.205,-4.361
25.254,-0.787,0.033,-92.341,-69.205,-4.368
25.264,-0.781,-0.021,-92.341,-69.205,-4.352
25.274,-0.783,-0.021,-92.341,-69.205,-4.392
25.284,-0.788,0.021,-92.341,-69.205,-4.382
25.294,-0.784,0.006,-92.341,-69.205,-4.361
25.304,-0.783,-0.010,-92.341,-69.205,-4.373
25.314,-0.786,0.009,-92.341,-69.205,-4.382
25.324,-0.783,-0.002,-92.341,-69.205,-4.366
25.334,-0.784,-0.012,-92.341,-69.205,-4.379
25.344,-0.786,0.005,-92.341,-69.205,-4.382
25.354,-0.785,0.007,-92.341,-69.205,-4.371
25.364,-0.783,-0.011,-92.341,-69.205,-4.374
25.374,-0.785,0.002,-92.341,-69.205,-4.380
25.384,-0.785,0.002,-92.341,-69.205,-4.373
25.394,-0.784,-0.010,-92.341,-69.205,-4.374
25.404,-0.785,0.002,-92.341,-69.205,-4.381
25.414,-0.785,0.010,-92.341,-69.205,-4.371
25.424,-0.784,-0.005,-92.341,-69.205,-4.371
25.434,-0.785,-0.004,-92.341,-69.205,-4.379
25.444,-0.785,0.010,-92.341,-69.205,-4.377
25.454,-0.783,-0.008,-92.341,-69.205,-4.369
25.464,-0.785,0.000,-92.341,-69.205,-4.380
25.474,-0.785,0.008,-92.341,-69.205,-4.375
25.484,-0.784,-0.007,-92.341,-69.205,-4.370
25.494,-0.784,-0.004,-92.341,-69.205,-4.378
25.504,-0.785,0.006,-92.341,-69.205,-4.375
25.514,-0.784,-0.002,-92.341,-69.205,-4.371
25.524,-0.784,-0.007,-92.341,-69.205,-4.376
25.534,-0.785,0.004,-92.341,-69.205,-4.377
25.544,-0.784,-0.001,-92.341,-69.205,-4.373
25.554,-0.784,-0.003,-92.341,-69.205,-4.376
25.564,-0.785,0.003,-92.341,-69.205,-4.377
25.574,-0.784,-0.000,-92.341,-69.205,-4.373
25.584,-0.785,0.001,-92.341,-69.205,-4.374
25.594,-0.785,0.004,-92.341,-69.205,-4.374
25.604,-0.784,0.001,-92.341,-69.205,-4.373
25.614,-0.784,-0.002,-92.341,-69.205,-4.374
25.624,-0.785,0.003,-92.341,-69.205,-4.375
25.634,-0.784,-0.002,-92.341,-69.205,-4.373
25.644,-0.784,-0.002,-92.341,-69.205,-4.376
25.654,-0.784,0.003,-92.341,-69.205,-4.374
25.664,-0.784,-0.004,-92.341,-69.205,-4.372
25.674,-0.785,-0.001,-92.341,-69.205,-4.377
25.684,-0.785,0.002,-92.341,-69.205,-4.374
25.694,-0.784,-0.003,-92.341,-69.205,-4.374
25.704,-0.785,0.001,-92.341,-69.205,-4.377
25.714,-0.785,0.002,-92.341,-69.205,-4.374
25.750,-0.784,-0.001,-92.341,-69.205,-4.375
25.760,-0.785,-0.001,-92.341,-69.205,-4.376
25.770,-0.785,0.002,-92.341,-69.205,-4.374
25.780,-0.784,-0.001,-92.341,-69.205,-4.375
25.790,-0.784,0.001,-92.341,-69.205,-4.373
25.800,-0.784,0.001,-92.341,-69.205,-4.372
25.810,-0.784,0.000,-92.341,-69.205,-4.374
25.820,-0.784,-0.000,-92.341,-69.205,-4.375
25.830,-0.784,-0.000,-92.341,-69.205,-4.373
25.840,-0.784,-0.001,-92.341,-69.205,-4.375
25.850,-0.784,-0.001,-92.341,-69.205,-4.374
25.860,-0.784,0.001,-92.341,-69.205,-4.372
25.870,-0.784,-0.001,-92.341,-69.205,-4.374
25.880,-0.784,-0.000,-92.341,-69.205,-4.375
25.890,-0.785,-0.000,-92.341,-69.205,-4.375
25.900,-0.785,-0.001,-92.341,-69.205,-4.376
25.910,-0.785,-0.001,-92.341,-69.205,-4.377
25.920,-0.785,0.001,-92.341,-69.205,-4.376
25.930,-0.784,0.001,-92.341,-69.205,-4.374
25.940,-0.784,-0.001,-92.341,-69.205,-4.375
25.950,-0.784,0.000,-92.341,-69.205,-4.375
25.960,-0.784,-0.001,-92.341,-69.205,-4.375
25.970,-0.784,-0.000,-92.341,-69.205,-4.375
25.980,-0.785,0.000,-92.341,-69.205,-4.375
25.990,-0.784,0.000,-92.341,-69.205,-4.375
26.000,-0.784,-0.001,-92.341,-69.205,-4.375
26.010,-0.784,-0.001,-92.341,-69.205,-4.374
26.020,-0.784,-0.002,-92.341,-69.205,-4.374
26.030,-0.784,0.001,-92.341,-69.205,-4.374
26.040,-0.784,0.001,-92.341,-69.205,-4.374
26.050,-0.784,-0.001,-92.341,-69.205,-4.374
26.060,-0.784,-0.001,-92.341,-69.205,-4.374
26.070,-0.784,0.001,-92.341,-69.205,-4.374
26.080,-0.784,-0.001,-92.341,-69.205,-4.374
26.090,-0.784,0.000,-92.341,-69.205,-4.374
26.100,-0.784,-0.001,-92.341,-69.205,-4.374
26.110,-0.784,-0.001,-92.341,-69.205,-4.375
26.120,-0.784,-0.001,-92.341,-69.205,-4.374
26.130,-0.784,0.001,-92.341,-69.205,-4.373
26.140,-0.784,-0.000,-92.341,-69.205,-4.374
26.150,-0.784,-0.000,-92.341,-69.205,-4.375
26.160,-0.784,-0.002,-92.341,-69.205,-4.373
26.170,-0.784,-0.001,-92.341,-69.205,-4.375
26.180,-0.784,0.001,-92.341,-69.205,-4.374
26.190,-0.784,0.000,-92.341,-69.205,-4.373
26.200,-0.784,-0.001,-92.341,-69.205,-4.373
26.226,-0.784,-0.001,-92.341,-69.205,-4.375
26.236,-0.784,-0.001,-92.341,-69.205,-4.375
26.246,-0.784,0.001,-92.341,-69.205,-4.374
26.256,-0.784,-0.000,-92.341,-69.205,-4.375
26.266,-0.784,0.000,-92.341,-69.205,-4.374
26.276,-0.785,0.000,-92.341,-69.205,-4.375
26.286,-0.785,0.000,-92.341,-69.205,-4.375
26.296,-0.785,-0.000,-92.341,-69.205,-4.375
26.306,-0.785,0.000,-92.341,-69.205,-4.374
26.316,-0.784,-0.001,-92.341,-69.205,-4.375
26.326,-0.784,0.001,-92.341,-69.205,-4.373
26.336,-0.784,0.000,-92.341,-69.205,-4.374
26.346,-0.784,0.000,-92.341,-69.205,-4.374
26.356,-0.784,-0.000,-92.341,-69.205,-4.375
26.366,-0.784,-0.001,-92.341,-69.205,-4.375
26.376,-0.784,-0.001,-92.341,-69.205,-4.375
26.386,-0.784,0.001,-92.341,-69.205,-4.373
26.396,-0.784,-0.000,-92.341,-69.205,-4.374
26.406,-0.784,-0.000,-92.341,-69.205,-4.375
26.416,-0.785,0.001,-92.341,-69.205,-4.374
26.426,-0.784,-0.000,-92.341,-69.205,-4.375
26.436,-0.784,0.000,-92.341,-69.205,-4.374
26.446,-0.784,-0.002,-92.341,-69.205,-4.376
26.456,-0.784,0.000,-92.341,-69.205,-4.375
26.466,-0.784,0.001,-92.341,-69.205,-4.373
26.476,-0.784,-0.001,-92.341,-69.205,-4.375
26.486,-0.784,0.001,-92.341,-69.205,-4.373
26.496,-0.779,-0.036,-92.341,-69.205,-4.392
26.506,-0.786,-0.021,-92.341,-69.205,-4.399
26.516,-0.791,0.075,-92.341,-69.205,-4.324
26.526,-0.780,-0.024,-92.341,-69.205,-4.385
26.536,-0.783,-0.018,-92.341,-69.205,-4.386
26.546,-0.786,0.018,-92.341,-69.205,-4.363
26.556,-0.785,0.021,-92.341,-69.205,-4.354
26.566,-0.782,-0.024,-92.341,-69.205,-4.388
26.576,-0.785,0.003,-92.341,-69.205,-4.373
26.586,-0.785,0.013,-92.341,-69.205,-4.364
26.596,-0.783,-0.003,-92.341,-69.205,-4.373
26.606,-0.784,-0.005,-92.341,-69.205,-4.378
26.616,-0.785,0.009,-92.341,-69.205,-4.368
26.626,-0.784,0.000,-92.341,-69.205,-4.372
26.636,-0.784,-0.006,-92.341,-69.205,-4.378
26.646,-0.785,0.003,-92.341,-69.205,-4.372
26.656,-0.784,-0.000,-92.341,-69.205,-4.373
26.666,-0.784,-0.005,-92.341,-69.205,-4.376
26.676,-0.784,-0.001,-92.341,-69.205,-4.375
26.686,-0.784,0.002,-92.341,-69.205,-4.373
26.722,-0.785,0.002,-92.341,-69.205,-4.372
26.732,-0.784,-0.006,-92.341,-69.205,-4.374
26.742,-0.785,-0.003,-92.341,-69.205,-4.379
26.752,-0.786,0.016,-92.341,-69.205,-4.368
26.762,-0.783,-0.004,-92.341,-69.205,-4.370
26.772,-0.784,-0.005,-92.341,-69.205,-4.379
26.782,-0.785,0.003,-92.341,-69.205,-4.376
26.792,-0.784,0.003,-92.341,-69.205,-4.371
26.802,-0.784,-0.001,-92.341,-69.205,-4.372
26.812,-0.784,-0.004,-92.341,-69.205,-4.375
26.822,-0.784,-0.000,-92.341,-69.205,-4.375
26.832,-0.784,-0.007,-92.341,-69.205,-4.373
26.842,-0.784,-0.006,-92.341,-69.205,-4.381
26.852,-0.785,0.002,-92.341,-69.205,-4.376
26.862,-0.784,-0.001,-92.341,-69.205,-4.373
26.872,-0.784,-0.005,-92.341,-69.205,-4.376
26.882,-0.785,0.004,-92.341,-69.205,-4.378
26.892,-0.785,0.002,-92.341,-69.205,-4.373
26.902,-0.785,-0.002,-92.341,-69.205,-4.375
26.912,-0.785,-0.002,-92.341,-69.205,-4.377
26.922,-0.785,0.001,-92.341,-69.205,-4.377
26.932,-0.784,-0.001,-92.341,-69.205,-4.373
26.942,-0.784,-0.000,-92.341,-69.205,-4.376
26.952,-0.785,0.005,-92.341,-69.205,-4.373
26.962,-0.785,0.007,-92.341,-69.205,-4.370
26.972,-0.784,0.004,-92.341,-69.205,-4.369
26.982,-0.783,-0.003,-92.341,-69.205,-4.373
26.992,-0.783,-0.003,-92.341,-69.205,-4.375
27.002,-0.784,-0.003,-92.341,-69.205,-4.378
27.012,-0.785,0.001,-92.341,-69.205,-4.378
27.022,-0.785,0.005,-92.341,-69.205,-4.372
27.032,-0.785,0.007,-92.341,-69.205,-4.370
27.042,-0.785,0.003,-92.341,-69.205,-4.371
27.052,-0.784,-0.012,-92.341,-69.205,-4.373
27.062,-0.784,-0.010,-92.341,-69.205,-4.387
27.072,-0.785,0.001,-92.341,-69.205,-4.379
27.082,-0.785,0.001,-92.341,-69.205,-4.375
27.092,-0.783,-0.019,-92.341,-69.205,-4.378
27.102,-0.784,-0.016,-92.341,-69.205,-4.389
27.112,-0.784,-0.013,-92.341,-69.205,-4.386
27.122,-0.784,-0.017,-92.341,-69.205,-4.388
27.132,-0.785,-0.012,-92.341,-69.205,-4.390
27.142,-0.786,-0.010,-92.341,-69.205,-4.387
27.152,-0.786,-0.008,-92.341,-69.205,-4.386
27.162,-0.788,0.019,-92.341,-69.205,-4.377
27.172,-0.785,-0.004,-92.341,-69.205,-4.374
27.182,-0.786,-0.002,
